Option Cd,Gender,tobacco use,min age,max age,class,min level,max level,rate
GIBRALTAR_L_TERM20,0,0,56,56,ST,20000,300000,6.85
GIBRALTAR_L_TERM20,1,1,47,47,TC,20000,300000,13.41
GIBRALTAR_L_TERM20,1,1,42,42,PF,20000,300000,7.02
GIBRALTAR_L_TERM20,1,1,47,47,TF,20000,300000,14.74
GIBRALTAR_L_TERM20,1,1,31,31,PP,20000,300000,3.81
GIBRALTAR_L_TERM20,1,0,70,70,TC,20000,300000,30.26
GIBRALTAR_L_TERM20,0,0,45,45,PF,20000,300000,3.37
GIBRALTAR_L_TERM20,0,1,37,37,ST,20000,300000,5.27
GIBRALTAR_L_TERM20,0,1,43,43,TC,20000,300000,8.71
GIBRALTAR_L_TERM20,0,1,64,64,ST,20000,300000,31.24
GIBRALTAR_L_TERM20,0,1,30,30,TC,20000,300000,5.24
GIBRALTAR_L_TERM20,1,0,22,22,ST,20000,300000,2.84
GIBRALTAR_L_TERM20,1,0,45,45,TC,20000,300000,5.65
GIBRALTAR_L_TERM20,1,0,27,27,TC,20000,300000,3.62
GIBRALTAR_L_TERM20,0,0,67,67,PP,20000,300000,11.30
GIBRALTAR_L_TERM20,1,0,42,42,TC,20000,300000,4.89
GIBRALTAR_L_TERM20,1,0,51,51,TF,20000,300000,8.38
GIBRALTAR_L_TERM20,1,1,35,35,TF,20000,300000,8.11
GIBRALTAR_L_TERM20,1,0,61,61,TF,20000,300000,16.90
GIBRALTAR_L_TERM20,1,0,19,19,TF,20000,300000,3.85
GIBRALTAR_L_TERM20,0,1,31,31,PP,20000,300000,3.26
GIBRALTAR_L_TERM20,0,1,36,36,ST,20000,300000,5.10
GIBRALTAR_L_TERM20,1,0,26,26,PF,20000,300000,2.53
GIBRALTAR_L_TERM20,0,1,27,27,TF,20000,300000,5.56
GIBRALTAR_L_TERM20,1,0,59,59,ST,20000,300000,10.43
GIBRALTAR_L_TERM20,0,1,69,69,ST,20000,300000,42.74
GIBRALTAR_L_TERM20,0,1,55,55,TC,20000,300000,19.98
GIBRALTAR_L_TERM20,1,1,61,61,TF,20000,300000,40.65
GIBRALTAR_L_TERM20,0,0,41,41,TC,20000,300000,4.06
GIBRALTAR_L_TERM20,1,0,49,49,TC,20000,300000,6.68
GIBRALTAR_L_TERM20,1,1,25,25,PF,20000,300000,4.08
GIBRALTAR_L_TERM20,1,1,27,27,PF,20000,300000,4.16
GIBRALTAR_L_TERM20,1,0,44,44,PF,20000,300000,3.77
GIBRALTAR_L_TERM20,0,1,34,34,PP,20000,300000,3.60
GIBRALTAR_L_TERM20,1,0,40,40,TC,20000,300000,4.38
GIBRALTAR_L_TERM20,1,1,55,55,TF,20000,300000,26.95
GIBRALTAR_L_TERM20,0,1,61,61,PF,20000,300000,21.31
GIBRALTAR_L_TERM20,0,1,22,22,TC,20000,300000,4.73
GIBRALTAR_L_TERM20,1,0,38,38,ST,20000,300000,3.38
GIBRALTAR_L_TERM20,1,0,63,63,TF,20000,300000,20.54
GIBRALTAR_L_TERM20,0,1,36,36,PP,20000,300000,3.83
GIBRALTAR_L_TERM20,0,0,63,63,ST,20000,300000,11.24
GIBRALTAR_L_TERM20,0,0,22,22,TC,20000,300000,3.16
GIBRALTAR_L_TERM20,1,1,51,51,PP,20000,300000,10.34
GIBRALTAR_L_TERM20,1,1,38,38,PP,20000,300000,4.89
GIBRALTAR_L_TERM20,0,1,56,56,ST,20000,300000,17.18
GIBRALTAR_L_TERM20,0,1,33,33,PP,20000,300000,3.49
GIBRALTAR_L_TERM20,0,0,59,59,ST,20000,300000,8.00
GIBRALTAR_L_TERM20,1,1,29,29,TF,20000,300000,6.64
GIBRALTAR_L_TERM20,0,1,52,52,TF,20000,300000,16.97
GIBRALTAR_L_TERM20,0,1,33,33,ST,20000,300000,4.64
GIBRALTAR_L_TERM20,0,1,21,21,TC,20000,300000,4.65
GIBRALTAR_L_TERM20,1,1,30,30,PF,20000,300000,4.26
