Option Cd,Gender,tobacco use,min age,max age,class,min level,max level,rate
GIBRALTAR_L_TERM30,1,1,48,48,ST,20000,300000,10.23
GIBRALTAR_L_TERM30,0,1,60,60,TC,20000,300000,25.06
GIBRALTAR_L_TERM30,0,0,34,34,ST,20000,300000,2.57
GIBRALTAR_L_TERM30,1,0,37,37,TC,20000,300000,3.79
GIBRALTAR_L_TERM30,1,1,44,44,PF,20000,300000,7.24
GIBRALTAR_L_TERM30,1,0,55,55,TC,20000,300000,9.38
GIBRALTAR_L_TERM30,1,0,63,63,PP,20000,300000,10.19
GIBRALTAR_L_TERM30,0,0,27,27,TC,20000,300000,2.94
GIBRALTAR_L_TERM30,0,1,68,68,PF,20000,300000,32.16
GIBRALTAR_L_TERM30,1,1,26,26,TC,20000,300000,5.35
GIBRALTAR_L_TERM30,1,1,22,22,TC,20000,300000,5.16
GIBRALTAR_L_TERM30,0,0,68,68,TF,20000,300000,20.03
GIBRALTAR_L_TERM30,1,0,62,62,PP,20000,300000,9.28
GIBRALTAR_L_TERM30,0,1,28,28,ST,20000,300000,3.71
GIBRALTAR_L_TERM30,1,0,33,33,TC,20000,300000,3.53
GIBRALTAR_L_TERM30,0,1,61,61,TC,20000,300000,27.67
GIBRALTAR_L_TERM30,1,0,45,45,ST,20000,300000,4.11
GIBRALTAR_L_TERM30,1,1,40,40,PP,20000,300000,4.72
GIBRALTAR_L_TERM30,0,0,67,67,PP,20000,300000,10.27
GIBRALTAR_L_TERM30,1,1,65,65,TC,20000,300000,46.00
GIBRALTAR_L_TERM30,0,1,32,32,TF,20000,300000,5.61
GIBRALTAR_L_TERM30,1,0,37,37,PF,20000,300000,2.65
GIBRALTAR_L_TERM30,0,1,19,19,PF,20000,300000,2.88
GIBRALTAR_L_TERM30,0,1,37,37,TC,20000,300000,5.98
GIBRALTAR_L_TERM30,1,1,67,67,ST,20000,300000,41.77
GIBRALTAR_L_TERM30,0,0,26,26,PP,20000,300000,1.76
GIBRALTAR_L_TERM30,1,0,70,70,TC,20000,300000,27.51
GIBRALTAR_L_TERM30,1,0,20,20,PP,20000,300000,1.92
GIBRALTAR_L_TERM30,0,1,27,27,ST,20000,300000,3.67
GIBRALTAR_L_TERM30,1,1,51,51,PF,20000,300000,10.97
GIBRALTAR_L_TERM30,0,1,34,34,PF,20000,300000,3.83
GIBRALTAR_L_TERM30,0,0,53,53,ST,20000,300000,5.19
GIBRALTAR_L_TERM30,1,0,46,46,TF,20000,300000,5.91
GIBRALTAR_L_TERM30,1,1,32,32,ST,20000,300000,4.79
GIBRALTAR_L_TERM30,1,0,27,27,PP,20000,300000,1.98
GIBRALTAR_L_TERM30,1,0,22,22,TF,20000,300000,3.54
GIBRALTAR_L_TERM30,1,0,46,46,PP,20000,300000,3.23
GIBRALTAR_L_TERM30,0,0,20,20,PF,20000,300000,1.99
GIBRALTAR_L_TERM30,0,0,68,68,PP,20000,300000,10.91
GIBRALTAR_L_TERM30,0,1,40,40,TF,20000,300000,7.15
GIBRALTAR_L_TERM30,0,1,55,55,TC,20000,300000,18.16
GIBRALTAR_L_TERM30,1,0,30,30,PF,20000,300000,2.33
GIBRALTAR_L_TERM30,0,1,20,20,PP,20000,300000,2.51
GIBRALTAR_L_TERM30,1,1,21,21,PP,20000,300000,3.07
GIBRALTAR_L_TERM30,0,0,54,54,ST,20000,300000,5.55
GIBRALTAR_L_TERM30,0,1,37,37,ST,20000,300000,4.79
GIBRALTAR_L_TERM30,1,1,22,22,TF,20000,300000,5.68
GIBRALTAR_L_TERM30,1,0,42,42,PP,20000,300000,2.66
GIBRALTAR_L_TERM30,1,0,68,68,ST,20000,300000,19.60
