Option Cd,Gender,tobacco use,min age,max age,class,min level,max level,rate
WLD,1,0,18,18,TC,100000,300000,5.8375
WLD,1,0,19,19,TC,100000,300000,5.875
WLD,1,0,20,20,TC,100000,300000,5.9125
WLD,1,0,21,21,TC,100000,300000,6.2
WLD,1,0,22,22,TC,100000,300000,6.475
WLD,1,0,23,23,TC,100000,300000,6.7625
WLD,1,0,24,24,TC,100000,300000,7.05
WLD,1,0,25,25,TC,100000,300000,7.3375
WLD,1,0,26,26,TC,100000,300000,7.6125
WLD,1,0,27,27,TC,100000,300000,7.9
WLD,1,0,28,28,TC,100000,300000,8.1875
WLD,1,0,29,29,TC,100000,300000,8.4625
WLD,1,0,30,30,TC,100000,300000,8.75
WLD,1,0,31,31,TC,100000,300000,9.2375
WLD,1,0,32,32,TC,100000,300000,9.7375
WLD,1,0,33,33,TC,100000,300000,10.225
WLD,1,0,34,34,TC,100000,300000,10.725
WLD,1,0,35,35,TC,100000,300000,11.2125
WLD,1,0,36,36,TC,100000,300000,11.7
WLD,1,0,37,37,TC,100000,300000,12.2
WLD,1,0,38,38,TC,100000,300000,12.6875
WLD,1,0,39,39,TC,100000,300000,13.1875
WLD,1,0,40,40,TC,100000,300000,13.675
WLD,1,0,41,41,TC,100000,300000,14.5125
WLD,1,0,42,42,TC,100000,300000,15.35
WLD,1,0,43,43,TC,100000,300000,16.1875
WLD,1,0,44,44,TC,100000,300000,17.025
WLD,1,0,45,45,TC,100000,300000,17.8625
WLD,1,0,46,46,TC,100000,300000,18.6875
WLD,1,0,47,47,TC,100000,300000,19.525
WLD,1,0,48,48,TC,100000,300000,20.3625
WLD,1,0,49,49,TC,100000,300000,21.2
WLD,1,0,50,50,TC,100000,300000,22.0375
WLD,1,0,51,51,TC,100000,300000,23.525
WLD,1,0,52,52,TC,100000,300000,25
WLD,1,0,53,53,TC,100000,300000,26.4875
WLD,1,0,54,54,TC,100000,300000,27.975
WLD,1,0,55,55,TC,100000,300000,29.4625
WLD,1,0,56,56,TC,100000,300000,30.9375
WLD,1,0,57,57,TC,100000,300000,32.425
WLD,1,0,58,58,TC,100000,300000,33.9125
WLD,1,0,59,59,TC,100000,300000,35.3875
WLD,1,0,60,60,TC,100000,300000,36.875
WLD,1,0,61,61,TC,100000,300000,39.3
WLD,1,0,62,62,TC,100000,300000,41.7375
WLD,1,0,63,63,TC,100000,300000,44.1625
WLD,1,0,64,64,TC,100000,300000,46.6
WLD,1,0,65,65,TC,100000,300000,49.025
WLD,1,0,66,66,TC,100000,300000,51.45
WLD,1,0,67,67,TC,100000,300000,53.8875
WLD,1,0,68,68,TC,100000,300000,56.3125
WLD,1,0,69,69,TC,100000,300000,58.75
WLD,1,0,70,70,TC,100000,300000,61.175
WLD,1,0,71,71,TC,100000,300000,75.25
WLD,1,0,72,72,TC,100000,300000,89.3125
WLD,1,0,73,73,TC,100000,300000,103.3875
WLD,1,0,74,74,TC,100000,300000,117.45
WLD,1,0,75,75,TC,100000,300000,131.525
WLD,1,0,76,76,TC,100000,300000,145.6
WLD,1,0,77,77,TC,100000,300000,159.6625
WLD,1,0,78,78,TC,100000,300000,173.7375
WLD,1,0,79,79,TC,100000,300000,187.8125
WLD,1,0,80,80,TC,100000,300000,201.875
WLD,1,1,18,18,TC,100000,300000,8.3125
WLD,1,1,19,19,TC,100000,300000,8.3625
WLD,1,1,20,20,TC,100000,300000,8.4
WLD,1,1,21,21,TC,100000,300000,8.7875
WLD,1,1,22,22,TC,100000,300000,9.1875
WLD,1,1,23,23,TC,100000,300000,9.575
WLD,1,1,24,24,TC,100000,300000,9.975
WLD,1,1,25,25,TC,100000,300000,10.3625
WLD,1,1,26,26,TC,100000,300000,10.75
WLD,1,1,27,27,TC,100000,300000,11.15
WLD,1,1,28,28,TC,100000,300000,11.5375
WLD,1,1,29,29,TC,100000,300000,11.9375
WLD,1,1,30,30,TC,100000,300000,12.325
WLD,1,1,31,31,TC,100000,300000,13.0125
WLD,1,1,32,32,TC,100000,300000,13.7
WLD,1,1,33,33,TC,100000,300000,14.4
WLD,1,1,34,34,TC,100000,300000,15.0875
WLD,1,1,35,35,TC,100000,300000,15.775
WLD,1,1,36,36,TC,100000,300000,16.4625
