Option Cd,Gender,tobacco use,min age,max age,class,min level,max level,rate
WLD,1,0,18,18,TC,500000,1000000,5.25
WLD,1,0,19,19,TC,500000,1000000,5.3
WLD,1,0,20,20,TC,500000,1000000,5.35
WLD,1,0,21,21,TC,500000,1000000,5.625
WLD,1,0,22,22,TC,500000,1000000,5.8875
WLD,1,0,23,23,TC,500000,1000000,6.1625
WLD,1,0,24,24,TC,500000,1000000,6.425
WLD,1,0,25,25,TC,500000,1000000,6.7
WLD,1,0,26,26,TC,500000,1000000,6.9625
WLD,1,0,27,27,TC,500000,1000000,7.2375
WLD,1,0,28,28,TC,500000,1000000,7.5
WLD,1,0,29,29,TC,500000,1000000,7.775
WLD,1,0,30,30,TC,500000,1000000,8.0375
WLD,1,0,31,31,TC,500000,1000000,8.5125
WLD,1,0,32,32,TC,500000,1000000,8.975
WLD,1,0,33,33,TC,500000,1000000,9.45
WLD,1,0,34,34,TC,500000,1000000,9.9125
WLD,1,0,35,35,TC,500000,1000000,10.3875
WLD,1,0,36,36,TC,500000,1000000,10.8625
WLD,1,0,37,37,TC,500000,1000000,11.325
WLD,1,0,38,38,TC,500000,1000000,11.8
WLD,1,0,39,39,TC,500000,1000000,12.2625
WLD,1,0,40,40,TC,500000,1000000,12.7375
WLD,1,0,41,41,TC,500000,1000000,13.5125
WLD,1,0,42,42,TC,500000,1000000,14.3
WLD,1,0,43,43,TC,500000,1000000,15.075
WLD,1,0,44,44,TC,500000,1000000,15.8625
WLD,1,0,45,45,TC,500000,1000000,16.6375
WLD,1,0,46,46,TC,500000,1000000,17.4125
WLD,1,0,47,47,TC,500000,1000000,18.2
WLD,1,0,48,48,TC,500000,1000000,18.975
WLD,1,0,49,49,TC,500000,1000000,19.7625
WLD,1,0,50,50,TC,500000,1000000,20.5375
WLD,1,0,51,51,TC,500000,1000000,21.8875
WLD,1,0,52,52,TC,500000,1000000,23.2375
WLD,1,0,53,53,TC,500000,1000000,24.5875
WLD,1,0,54,54,TC,500000,1000000,25.9375
WLD,1,0,55,55,TC,500000,1000000,27.2875
WLD,1,0,56,56,TC,500000,1000000,28.625
WLD,1,0,57,57,TC,500000,1000000,29.975
WLD,1,0,58,58,TC,500000,1000000,31.325
WLD,1,0,59,59,TC,500000,1000000,32.675
WLD,1,0,60,60,TC,500000,1000000,34.025
WLD,1,0,61,61,TC,500000,1000000,36.2125
WLD,1,0,62,62,TC,500000,1000000,38.4
WLD,1,0,63,63,TC,500000,1000000,40.575
WLD,1,0,64,64,TC,500000,1000000,42.7625
WLD,1,0,65,65,TC,500000,1000000,44.95
WLD,1,0,66,66,TC,500000,1000000,47.1375
WLD,1,0,67,67,TC,500000,1000000,49.325
WLD,1,0,68,68,TC,500000,1000000,51.5
WLD,1,0,69,69,TC,500000,1000000,53.6875
WLD,1,0,70,70,TC,500000,1000000,55.875
WLD,1,0,71,71,TC,500000,1000000,68.2875
WLD,1,0,72,72,TC,500000,1000000,80.7
WLD,1,0,73,73,TC,500000,1000000,93.1
WLD,1,0,74,74,TC,500000,1000000,105.5125
WLD,1,0,75,75,TC,500000,1000000,117.925
WLD,1,0,76,76,TC,500000,1000000,130.3375
WLD,1,0,77,77,TC,500000,1000000,142.75
WLD,1,0,78,78,TC,500000,1000000,155.15
WLD,1,0,79,79,TC,500000,1000000,167.5625
WLD,1,0,80,80,TC,500000,1000000,179.975
WLD,1,1,18,18,TC,500000,1000000,7.6375
WLD,1,1,19,19,TC,500000,1000000,7.7125
WLD,1,1,20,20,TC,500000,1000000,7.7875
WLD,1,1,21,21,TC,500000,1000000,8.1875
WLD,1,1,22,22,TC,500000,1000000,8.6
WLD,1,1,23,23,TC,500000,1000000,9
WLD,1,1,24,24,TC,500000,1000000,9.4125
WLD,1,1,25,25,TC,500000,1000000,9.8125
WLD,1,1,26,26,TC,500000,1000000,10.2125
WLD,1,1,27,27,TC,500000,1000000,10.625
WLD,1,1,28,28,TC,500000,1000000,11.025
WLD,1,1,29,29,TC,500000,1000000,11.4375
WLD,1,1,30,30,TC,500000,1000000,11.8375
WLD,1,1,31,31,TC,500000,1000000,12.5
WLD,1,1,32,32,TC,500000,1000000,13.1625
WLD,1,1,33,33,TC,500000,1000000,13.825
WLD,1,1,34,34,TC,500000,1000000,14.4875
WLD,1,1,35,35,TC,500000,1000000,15.1625
WLD,1,1,36,36,TC,500000,1000000,15.825
WLD,1,1,37,37,TC,500000,1000000,16.4875
WLD,1,1,38,38,TC,500000,1000000,17.15
WLD,1,1,39,39,TC,500000,1000000,17.8125
WLD,1,1,40,40,TC,500000,1000000,18.475
WLD,1,1,41,41,TC,500000,1000000,19.55
WLD,1,1,42,42,TC,500000,1000000,20.6125
WLD,1,1,43,43,TC,500000,1000000,21.6875
WLD,1,1,44,44,TC,500000,1000000,22.75
WLD,1,1,45,45,TC,500000,1000000,23.825
WLD,1,1,46,46,TC,500000,1000000,24.9
